Producer,Name,Range,Codename,core,clock,Socket,Process (nm),L3 Cache,TDP (W),rel_date,rel_year,Range
Intel,Core i5-4258U,Core,Haswell,3,"2,65",BGA 1168,22,3MB,28,Jun 4th,2013,
Intel,Core i5-4288U,Core,Haswell,3,"2,85",BGA 1168,22,3MB,28,Jun 4th,2013,
Intel,Core i5-4300M,Core,Haswell,3,"3,1",Socket G3,22,3MB,37,Sep 1st,2013,
Intel,Core i5-4330M,Core,Haswell,3,"3,3",Socket G3,22,3MB,37,Sep 1st,2013,
Intel,Core i5-4350U,Core,Haswell,3,"2,15",BGA 1168,22,3MB,15,Jun 4th,2013,
Intel,Core i5-4430,Core,Haswell,4,"3,1",Socket 1150,22,6MB,84,Jun 2nd,2013,
Intel,Core i5-4430S,Core,Haswell,4,"2,95",Socket 1150,22,6MB,65,Jun 2nd,2013,
Intel,Core i5-4440,Core,Haswell,4,"3,2",Socket 1150,22,6MB,84,Sep 1st,2013,
Intel,Core i5-4440S,Core,Haswell,4,"3,05",Socket 1150,22,6MB,65,Sep 1st,2013,
Intel,Core i5-4570,Core,Haswell,4,"3,4",Socket 1150,22,6MB,84,Jun 2nd,2013,
Intel,Core i5-4570R,Core,Haswell,4,"2,95",BGA 1364,22,4MB,65,Jun 2nd,2013,
Intel,Core i5-4570S,Core,Haswell,4,"3,25",Socket 1150,22,6MB,65,Jun 2nd,2013,
Intel,Core i5-4570T,Core,Haswell,3,"3,25",Socket 1150,22,4MB,35,Jun 2nd,2013,
Intel,Core i5-4570TE,Core,Haswell,3,3,Socket 1150,22,4MB,35,Jun 2nd,2013,
Intel,Core i5-4670,Core,Haswell,4,"3,6",Socket 1150,22,6MB,84,Jun 2nd,2013,
Intel,Core i5-4670K,Core,Haswell,4,"3,6",Socket 1150,22,6MB,84,Jun 2nd,2013,
Intel,Core i5-4670R,Core,Haswell,4,"3,35",BGA 1364,22,4MB,65,Jun 2nd,2013,
Intel,Core i5-4670S,Core,Haswell,4,"3,45",Socket 1150,22,6MB,65,Jun 2nd,2013,
Intel,Core i5-4670T,Core,Haswell,4,"2,8",Socket 1150,22,6MB,45,Jun 2nd,2013,
Intel,Core i7-3537U,Core,Ivy Bridge,3,"2,6",BGA 1023,22,4MB,17,Jan 8th,2013,
Intel,Core i7-3540M,Core,Ivy Bridge,3,"3,35",BGA 1023,22,4MB,35,Jan 8th,2013,
Intel,Core i7-3540M,Core,Ivy Bridge,3,"3,35",Socket G2 (988B),22,4MB,35,Jan 8th,2013,
Intel,Core i7-3687U,Core,Ivy Bridge,3,"2,7",BGA 1023,22,4MB,17,Jan 8th,2013,
Intel,Core i7-3689Y,Core,Ivy Bridge,3,"2,05",BGA 1023,22,4MB,13,Jan 8th,2013,
Intel,Core i7-3910K,Core,Sandy Bridge,9,"3,3",Socket 2011,32,12MB,130,Jul 24th,2013,
Intel,Core i7-4500U,Core,Haswell,3,"2,4",BGA 1168,22,4MB,15,Jun 4th,2013,
Intel,Core i7-4550U,Core,Haswell,3,"2,25",BGA 1168,22,4MB,15,Jun 4th,2013,
Intel,Core i7-4558U,Core,Haswell,3,"3,05",BGA 1168,22,4MB,28,Jun 4th,2013,
Intel,Core i7-4600M,Core,Haswell,3,"3,25",Socket G3,22,4MB,37,Sep 1st,2013,
Intel,Core i7-4600U,Core,Haswell,3,"2,7",BGA 1168,22,4MB,15,Sep 1st,2013,
Intel,Core i7-4650U,Core,Haswell,3,"2,5",BGA 1168,22,4MB,15,Jun 4th,2013,
Intel,Core i7-4700EQ,Core,Crystalwell,6,"2,9",BGA 1364,22,8MB,47,May 27th,2013,
Intel,Core i7-4700EQ,Core,Haswell,6,"2,9",BGA 1364,22,8MB,47,May 27th,2013,
Intel,Core i7-4700HQ,Core,Crystalwell,6,"2,9",BGA 1364,22,8MB,47,May 27th,2013,
Intel,Core i7-4700MQ,Core,Haswell,6,"2,9",Socket G3,22,6MB,47,May 27th,2013,
Intel,Core i7-4702HQ,Core,Crystalwell,6,"2,7",BGA 1364,22,8MB,37,May 27th,2013,
Intel,Core i7-4702MQ,Core,Haswell,6,"2,7",Socket G3,22,8MB,37,May 27th,2013,
Intel,Core i7-4710MQ,Core,Haswell,6,3,Socket G3,22,6MB,47,May 27th,2013,
Intel,Core i7-4712MQ,Core,Haswell,6,"2,8",Socket G3,22,8MB,37,May 27th,2013,
Intel,Core i7-4750HQ,Core,Crystalwell,6,"2,6",BGA 1364,22,8MB,47,May 27th,2013,
Intel,Core i7-4765T,Core,Haswell,6,"2,5",Socket 1150,22,8MB,35,Jun 2nd,2013,
Intel,Core i7-4770,Core,Haswell,6,"3,65",Socket 1150,22,8MB,84,Jun 2nd,2013,
Intel,Core i7-4770K,Core,Haswell,6,"3,7",Socket 1150,22,8MB,84,Jun 2nd,2013,
Intel,Core i7-4770R,Core,Haswell,6,"3,55",BGA 1364,22,6MB,65,Jun 2nd,2013,
Intel,Core i7-4770S,Core,Haswell,6,"3,5",Socket 1150,22,8MB,65,Jun 2nd,2013,
Intel,Core i7-4770T,Core,Haswell,6,"3,1",Socket 1150,22,8MB,45,Jun 2nd,2013,
Intel,Core i7-4770TE,Core,Haswell,6,"2,8",Socket 1150,22,8MB,45,Jun 2nd,2013,
Intel,Core i7-4771,Core,Haswell,6,"3,7",Socket 1150,22,8MB,84,Sep 1st,2013,
Intel,Core i7-4800MQ,Core,Haswell,6,"3,2",Socket G3,22,8MB,47,Apr 29th,2013,
Intel,Core i7-4820K,Core,Ivy Bridge,6,"3,8",Socket 2011,22,10MB,130,Sep 1st,2013,
Intel,Core i7-4850EQ,Core,Crystalwell,6,"2,4",BGA 1364,22,8MB,47,Aug 29th,2013,
Intel,Core i7-4850HQ,Core,Crystalwell,6,"2,9",BGA 1364,22,8MB,47,Apr 29th,2013,
Intel,Core i7-4860EQ,Core,Crystalwell,6,"2,5",BGA 1364,22,8MB,47,Aug 29th,2013,
Intel,Core i7-4900MQ,Core,Haswell,6,"3,3",Socket G3,22,8MB,47,Apr 29th,2013,
Intel,Core i7-4930K,Core,Ivy Bridge,9,"3,65",Socket 2011,22,12MB,130,Sep 1st,2013,
Intel,Core i7-4930MX,Core,Haswell,6,"3,45",Socket G3,22,8MB,57,Apr 29th,2013,
Intel,Core i7-4950HQ,Core,Crystalwell,6,3,BGA 1364,22,8MB,47,Jun 7th,2013,
Intel,Core i7-4960HQ,Core,Crystalwell,6,"3,2",BGA 1364,22,8MB,47,Sep 1st,2013,
Intel,Core i7-4960X,Core,Ivy Bridge,9,"3,8",Socket 2011,22,15MB,130,Sep 3rd,2013,
Intel,Core i7-4980HQ,Core,Crystalwell,6,"3,4",BGA 1364,22,8MB,47,Sep 1st,2013,
Intel,Xeon E3-1220 v3,Xeon,Haswell,4,"3,3",Socket 1150,22,8MB,80,Jun 2nd,2013,
Intel,Xeon E3-1220L v3,Xeon,Haswell,3,"1,95",Socket 1150,22,4MB,16,Jun 2nd,2013,
Intel,Xeon E3-1225 v3,Xeon,Haswell,4,"3,4",Socket 1150,22,8MB,84,Jun 2nd,2013,
Intel,Xeon E3-1230 v3,Xeon,Haswell,6,"3,5",Socket 1150,22,8MB,80,Jun 2nd,2013,
Intel,Xeon E3-1230L v3,Xeon,Haswell,6,"2,3",Socket 1150,22,8MB,25,Jun 2nd,2013,
Intel,Xeon E3-1240 v3,Xeon,Haswell,6,"3,6",Socket 1150,22,8MB,80,Jun 2nd,2013,
Intel,Xeon E3-1245 v3,Xeon,Haswell,6,"3,6",Socket 1150,22,8MB,84,Jun 2nd,2013,
Intel,Xeon E3-1265L v3,Xeon,Haswell,6,"3,1",Socket 1150,22,8MB,45,Jun 2nd,2013,
Intel,Xeon E3-1270 v3,Xeon,Haswell,6,"3,7",Socket 1150,22,8MB,80,Jun 2nd,2013,
Intel,Xeon E3-1275 v3,Xeon,Haswell,6,"3,7",Socket 1150,22,8MB,84,Jun 2nd,2013,
Intel,Xeon E3-1280 v3,Xeon,Haswell,6,"3,8",Socket 1150,22,8MB,82,Jun 2nd,2013,
Intel,Xeon E3-1285 v3,Xeon,Haswell,6,"3,8",Socket 1150,22,8MB,84,Jun 2nd,2013,
Intel,Xeon E3-1285L v3,Xeon,Haswell,6,"3,5",Socket 1150,22,8MB,65,Jun 2nd,2013,
Intel,Xeon E5-1620 v2,Xeon,Ivy Bridge,6,"3,7",Socket 2011,22,10MB,130,Sep 1st,2013,
Intel,Xeon E5-1650 v2,Xeon,Ivy Bridge,9,"3,5",Socket 2011,22,12MB,130,Sep 1st,2013,
Intel,Xeon E5-1660 v2,Xeon,Ivy Bridge,9,"3,7",Socket 2011,22,15MB,130,Sep 1st,2013,
Intel,Xeon E5-2403 v2,Xeon,Ivy Bridge,4,"1,8",Socket 1356,22,10MB,80,Sep 1st,2013,
Intel,Xeon E5-2407 v2,Xeon,Ivy Bridge,4,"2,4",Socket 1356,22,10MB,80,Sep 1st,2013,
Intel,Xeon E5-2420 v2,Xeon,Ivy Bridge,9,"2,2",Socket 1356,22,15MB,80,Sep 1st,2013,
Intel,Xeon E5-2430 v2,Xeon,Ivy Bridge,9,"2,5",Socket 1356,22,15MB,80,Sep 1st,2013,
Intel,Xeon E5-2440 v2,Xeon,Ivy Bridge,12,"1,9",Socket 1356,22,20MB,95,Sep 1st,2013,
Intel,Xeon E5-2450 v2,Xeon,Ivy Bridge,12,"2,5",Socket 1356,22,20MB,95,Sep 1st,2013,
Intel,Xeon E5-2470 v2,Xeon,Ivy Bridge,15,"2,4",Socket 1356,22,25MB,95,Sep 1st,2013,
Intel,Xeon E5-2603 v2,Xeon,Ivy Bridge,4,"1,8",Socket 2011,22,10MB,80,Sep 1st,2013,
Intel,Xeon E5-2609 v2,Xeon,Ivy Bridge,4,"2,5",Socket 2011,22,10MB,80,Sep 1st,2013,
Intel,Xeon E5-2620 v2,Xeon,Ivy Bridge,9,"2,1",Socket 2011,22,15MB,80,Sep 1st,2013,
Intel,Xeon E5-2630 v2,Xeon,Ivy Bridge,9,"2,6",Socket 2011,22,15MB,80,Sep 1st,2013,
Intel,Xeon E5-2630L v2,Xeon,Ivy Bridge,9,"2,4",Socket 2011,22,15MB,60,Sep 1st,2013,
Intel,Xeon E5-2637 v2,Xeon,Ivy Bridge,6,"3,5",Socket 2011,22,10MB,130,Sep 1st,2013,
Intel,Xeon E5-2640 v2,Xeon,Ivy Bridge,12,2,Socket 2011,22,20MB,95,Sep 1st,2013,
Intel,Xeon E5-2643 v2,Xeon,Ivy Bridge,9,"3,5",Socket 2011,22,15MB,130,Sep 1st,2013,
Intel,Xeon E5-2650 v2,Xeon,Ivy Bridge,12,3,Socket 2011,22,20MB,95,Sep 1st,2013,
Intel,Xeon E5-2650L v2,Xeon,Ivy Bridge,15,"1,7",Socket 2011,22,25MB,70,Sep 1st,2013,
Intel,Xeon E5-2660 v2,Xeon,Ivy Bridge,15,"2,6",Socket 2011,22,25MB,95,Sep 1st,2013,
Intel,Xeon E5-2667 v2,Xeon,Ivy Bridge,12,"3,3",Socket 2011,22,20MB,130,Sep 1st,2013,
Intel,Xeon E5-2670 v2,Xeon,Ivy Bridge,15,"2,9",Socket 2011,22,25MB,115,Sep 1st,2013,
Intel,Xeon E5-2680 v2,Xeon,Ivy Bridge,15,"3,2",Socket 2011,22,25MB,115,Sep 1st,2013,
Intel,Xeon E5-2687W v2,Xeon,Ivy Bridge,12,"3,7",Socket 2011,22,20MB,130,Sep 1st,2013,
Intel,Xeon E5-2690 v2,Xeon,Ivy Bridge,15,"3,4",Socket 2011,22,25MB,130,Sep 1st,2013,
Intel,Xeon E5-2692 v2,Xeon,Ivy Bridge,18,"2,6",Socket 2011,22,30MB,100,Sep 1st,2013,
Intel,Xeon E5-2695 v2,Xeon,Ivy Bridge,18,"2,8",Socket 2011,22,30MB,115,Sep 1st,2013,
Intel,Xeon E5-2697 v2,Xeon,Ivy Bridge,18,"3,1",Socket 2011,22,30MB,130,Sep 1st,2013,
Intel,Xeon Phi 3120A,Xeon,Knights Corner,"142,5","1,1",PCIe x16,22,N/A,300,Jun 17th,2013,
Intel,Xeon Phi 3120P,Xeon,Knights Corner,"142,5","1,1",PCIe x16,22,N/A,300,Jun 17th,2013,
Intel,Xeon Phi 31S1P,Xeon,Knights Corner,"142,5","1,1",PCIe x16,22,N/A,270,Jun 17th,2013,
Intel,Xeon Phi 5120D,Xeon,Knights Corner,150,1053,SFF 230-Pin,22,N/A,245,Jun 17th,2013,
Intel,Xeon Phi 7120P,Xeon,Knights Corner,"152,5","1,2855",PCIe x16,22,N/A,300,Jun 17th,2013,
Intel,Xeon Phi 7120X,Xeon,Knights Corner,"152,5","1,2855",PCIe x16,22,N/A,300,Jun 17th,2013,
Intel,Core M-5Y10,Core,Broadwell,3,"1,4",BGA 1234,14,4MB,5,Sep 5th,2014,
Intel,Core M-5Y10a,Core,Broadwell,3,"1,4",BGA 1234,14,4MB,5,Sep 5th,2014,
Intel,Core M-5Y10c,Core,Broadwell,3,"1,4",BGA 1234,14,4MB,5,Oct 27th,2014,
Intel,Core M-5Y31,Core,Broadwell,3,"1,65",BGA 1234,14,4MB,5,Oct 27th,2014,
Intel,Core M-5Y51,Core,Broadwell,3,"1,85",BGA 1234,14,4MB,5,Oct 27th,2014,
Intel,Core M-5Y70,Core,Broadwell,3,"1,85",BGA 1234,14,4MB,5,Sep 5th,2014,
Intel,Core M-5Y71,Core,Broadwell,3,"2,05",BGA 1234,14,4MB,5,Oct 27th,2014,
Intel,Celeron G1840,Celeron,Haswell,2,"2,8",Socket 1150,22,3MB,54,May 1st,2014,
Intel,Celeron G1840T,Celeron,Haswell,2,"2,5",Socket 1150,22,3MB,54,May 1st,2014,
Intel,Celeron G1850,Celeron,Haswell,2,"2,9",Socket 1150,22,3MB,54,May 1st,2014,
Intel,Celeron N2807,Celeron,Bay Trail,2,"1,87",BGA 1170,22,N/A,4,Feb 23rd,2014,
Intel,Celeron N2808,Celeron,Bay Trail,2,1915,BGA 1170,22,N/A,4,May 22nd,2014,
Intel,Celeron N2830,Celeron,Bay Trail,2,2285,BGA 1170,22,N/A,7,Feb 23rd,2014,
Intel,Celeron N2840,Celeron,Bay Trail,2,"2,37",BGA 1170,22,N/A,7,May 22nd,2014,
Intel,Celeron N2930,Celeron,Bay Trail,4,1995,BGA 1170,22,N/A,7,Feb 23rd,2014,
Intel,Celeron N2940,Celeron,Bay Trail,4,"2,04",BGA 1170,22,N/A,7,May 22nd,2014,
Intel,Core i3-4150T,Core,Haswell,3,"2,9",Socket 1150,22,3MB,35,May 1st,2014,
Intel,Core i3-4160,Core,Haswell,3,"3,6",Socket 1150,22,3MB,54,Jul 21st,2014,
Intel,Core i3-4160T,Core,Haswell,3,"3,1",Socket 1150,22,3MB,35,Jul 21st,2014,
Intel,Core i3-4350,Core,Haswell,3,"3,6",Socket 1150,22,4MB,54,May 1st,2014,
Intel,Core i3-4360,Core,Haswell,3,"3,7",Socket 1150,22,4MB,54,May 1st,2014,
Intel,Core i3-4360T,Core,Haswell,3,"3,2",Socket 1150,22,4MB,35,Jul 21st,2014,
Intel,Core i3-4370,Core,Haswell,3,"3,8",Socket 1150,22,4MB,54,Jul 1st,2014,
Intel,Core i3-4370,Core,Haswell,3,"3,8",Socket 1150,22,4MB,54,Jul 21st,2014,
Intel,Core i5-4210U,Core,Haswell,3,"2,2",BGA 1168,22,3MB,15,Apr 14th,2014,
Intel,Core i5-4590,Core,Haswell,4,"3,5",Socket 1150,22,6MB,84,May 1st,2014,
Intel,Core i5-4590S,Core,Haswell,4,"3,25",Socket 1150,22,6MB,65,May 1st,2014,
Intel,Core i5-4690,Core,Haswell,4,"3,6",Socket 1150,22,6MB,84,May 1st,2014,
Intel,Core i5-4690K,Core,Haswell,4,"3,7",Socket 1150,22,6MB,88,Jun 2nd,2014,
Intel,Core i7-4610M,Core,Haswell,3,"3,35",Socket G3,22,4MB,37,Feb 1st,2014,
Intel,Core i7-4710HQ,Core,Crystalwell,6,3,BGA 1364,22,8MB,47,Apr 1st,2014,
Intel,Core i7-4712HQ,Core,Crystalwell,6,"2,8",BGA 1364,22,8MB,37,Apr 1st,2014,
Intel,Core i7-4760HQ,Core,Crystalwell,6,"2,7",BGA 1364,22,8MB,47,Feb 1st,2014,
Intel,Core i7-4770HQ,Core,Crystalwell,6,"2,8",BGA 1364,22,8MB,47,Jul 1st,2014,
Intel,Core i7-4790,Core,Haswell,6,"3,8",Socket 1150,22,8MB,84,May 1st,2014,
Intel,Core i7-4790K,Core,Haswell,6,"4,2",Socket 1150,22,8MB,88,May 1st,2014,
Intel,Core i7-4790S,Core,Haswell,6,"3,5",Socket 1150,22,8MB,65,May 1st,2014,
Intel,Core i7-4810MQ,Core,Haswell,6,"3,3",Socket G3,22,8MB,47,Jan 20th,2014,
Intel,Core i7-4860HQ,Core,Crystalwell,6,3,BGA 1364,22,8MB,47,Feb 1st,2014,
Intel,Core i7-4870HQ,Core,Crystalwell,6,"3,1",BGA 1364,22,8MB,47,Jul 1st,2014,
Intel,Core i7-4910MQ,Core,Haswell,6,"3,4",Socket G3,22,8MB,47,Jan 20th,2014,
Intel,Core i7-4940MX,Core,Haswell,6,"3,55",Socket G3,22,8MB,57,Jan 20th,2014,
Intel,Core i7-5820K,Core,Haswell,9,"3,45",Socket 2011-3,22,15MB,140,Sep 1st,2014,
Intel,Core i7-5930K,Core,Haswell,9,"3,6",Socket 2011-3,22,15MB,140,Sep 1st,2014,
Intel,Core i7-5960X,Core,Haswell,12,"3,25",Socket 2011-3,22,20MB,140,Sep 1st,2014,
Intel,Pentium G3250,Pentium,Haswell,2,"3,2",Socket 1150,22,3MB,54,Jul 21st,2014,
Intel,Pentium G3250T,Pentium,Haswell,2,"2,8",Socket 1150,22,3MB,35,Jul 21st,2014,
Intel,Pentium G3258,Pentium,Haswell,2,"3,2",Socket 1150,22,3MB,54,Jun 2nd,2014,
Intel,Pentium G3440,Pentium,Haswell,2,"3,3",Socket 1150,22,3MB,54,May 1st,2014,
Intel,Pentium G3450,Pentium,Haswell,2,"3,3",Socket 1150,22,3MB,54,May 1st,2014,
Intel,Pentium G3450T,Pentium,Haswell,2,"2,9",Socket 1150,22,3MB,35,Jul 21st,2014,
Intel,Pentium G3460,Pentium,Haswell,2,"3,5",Socket 1150,22,3MB,54,Jul 21st,2014,
Intel,Xeon Phi 7120A,Xeon,Knights Corner,"152,5","1,2855",PCIe x16,22,N/A,300,Apr 6th,2014,
Intel,Xeon Phi 7120D,Xeon,Knights Corner,"152,5","1,2855",SFF 230-Pin,22,N/A,270,Mar 1st,2014,
Intel,Celeron 3205U,Celeron,Broadwell,2,"1,5",BGA 1168,14,2MB,15,Mar 1st,2015,
Intel,Celeron 3755U,Celeron,Broadwell,2,"1,7",BGA 1168,14,2MB,15,Mar 1st,2015,
Intel,Celeron G3900,Celeron,Skylake,2,"2,8",Socket 1151,14,4MB,51,Sep 1st,2015,
Intel,Celeron G3920,Celeron,Skylake,2,"2,9",Socket 1151,14,4MB,51,Sep 1st,2015,
Intel,Core i3-5005U,Core,Broadwell,3,2,BGA 1168,14,3MB,15,Mar 1st,2015,
Intel,Core i3-5010U,Core,Broadwell,3,"2,1",BGA 1168,14,3MB,15,Mar 1st,2015,
Intel,Core i3-5157U,Core,Broadwell,3,"2,5",BGA 1168,14,3MB,28,Mar 1st,2015,
Intel,Core i3-6100,Core,Skylake,3,"3,7",Socket 1151,14,4MB,51,Sep 1st,2015,
Intel,Core i3-6300,Core,Skylake,3,"3,8",Socket 1151,14,4MB,51,Sep 1st,2015,
Intel,Core i3-6320,Core,Skylake,3,"3,9",Socket 1151,14,4MB,51,Sep 1st,2015,
Intel,Core i5-5200U,Core,Broadwell,3,"2,45",BGA 1168,14,3MB,15,Mar 1st,2015,
Intel,Core i5-5250U,Core,Broadwell,3,"2,15",BGA 1168,14,3MB,15,Mar 1st,2015,
Intel,Core i5-5257U,Core,Broadwell,3,"2,9",BGA 1168,14,3MB,28,Mar 1st,2015,
Intel,Core i5-5287U,Core,Broadwell,3,"3,1",BGA 1168,14,3MB,28,Mar 1st,2015,
Intel,Core i5-5300U,Core,Broadwell,3,"2,6",BGA 1168,14,3MB,15,Mar 1st,2015,
Intel,Core i5-5350U,Core,Broadwell,3,"2,35",BGA 1168,14,3MB,15,Mar 1st,2015,
Intel,Core i5-5675C,Core,Broadwell,4,"3,35",Socket 1150,14,4MB,65,May 15th,2015,
Intel,Core i5-6400,Core,Skylake,4,3,Socket 1151,14,6MB,65,Jul 2nd,2015,
Intel,Core i5-6500,Core,Skylake,4,"3,4",Socket 1151,14,6MB,65,Jul 2nd,2015,
Intel,Core i5-6600,Core,Skylake,4,"3,6",Socket 1151,14,6MB,65,Jul 2nd,2015,
Intel,Core i5-6600K,Core,Skylake,4,"3,7",Socket 1151,14,6MB,95,Jul 2nd,2015,
Intel,Core i7-5500U,Core,Broadwell,3,"2,7",BGA 1168,14,4MB,15,Mar 1st,2015,
Intel,Core i7-5550U,Core,Broadwell,3,"2,5",BGA 1168,14,4MB,15,Mar 1st,2015,
Intel,Core i7-5557U,Core,Broadwell,3,"3,25",BGA 1168,14,4MB,28,Mar 1st,2015,
Intel,Core i7-5600U,Core,Broadwell,3,"2,9",BGA 1168,14,4MB,15,Mar 1st,2015,
Intel,Core i7-5650U,Core,Broadwell,3,"2,7",BGA 1168,14,4MB,15,Mar 1st,2015,
Intel,Core i7-5775C,Core,Broadwell,6,"3,45",Socket 1150,14,6MB,65,May 15th,2015,
Intel,Core i7-6700,Core,Skylake,6,"3,7",Socket 1151,14,8MB,65,Jul 1st,2015,
Intel,Core i7-6700K,Core,Skylake,6,"4,1",Socket 1151,14,8MB,95,Aug 1st,2015,
Intel,Core i7-6700T,Core,Skylake,6,"3,2",Socket 1151,14,8MB,35,Sep 1st,2015,
Intel,Core i7-6700TE,Core,Skylake,6,"2,9",Socket 1151,14,8MB,35,Sep 1st,2015,
Intel,Pentium 3805U,Pentium,Broadwell,2,"1,9",BGA 1168,14,2MB,15,Mar 1st,2015,
Intel,Pentium G4400,Pentium,Skylake,2,"3,3",Socket 1151,14,4MB,51,Sep 1st,2015,
Intel,Pentium G4500,Pentium,Skylake,2,"3,5",Socket 1151,14,4MB,51,Sep 1st,2015,
Intel,Pentium G4520,Pentium,Skylake,2,"3,6",Socket 1151,14,4MB,51,Sep 1st,2015,
Intel,Xeon E3-1280 v5,Xeon,Skylake,6,"3,85",Socket 1151,14,8MB,80,Oct 19th,2015,
Intel,Xeon E3-1285 v4,Xeon,Broadwell,6,"3,65",Socket 1150,14,6MB,95,Jun 2nd,2015,
Intel,Xeon E7-4809 v3,Xeon,Haswell,12,2,Socket 1150,22,20MB,115,Jun 1st,2015,
Intel,Xeon E7-4820 v3,Xeon,Haswell,15,"1,9",Socket 1150,22,25MB,115,Jun 1st,2015,
Intel,Xeon E7-4830 v3,Xeon,Haswell,18,"2,4",Socket 1150,22,30MB,115,Jun 1st,2015,
Intel,Xeon E7-4850 v3,Xeon,Haswell,21,"2,5",Socket 1150,22,35MB,115,Jun 1st,2015,
Intel,Xeon E7-8860 v3,Xeon,Haswell,24,"2,7",Socket 1150,22,40MB,140,Jun 1st,2015,
Intel,Xeon E7-8867 v3,Xeon,Haswell,24,"2,9",Socket 1150,22,45MB,165,Jun 1st,2015,
Intel,Xeon E7-8870 v3,Xeon,Haswell,27,"2,5",Socket 1150,22,45MB,140,Jun 1st,2015,
Intel,Xeon E7-8880 v3,Xeon,Haswell,27,"2,7",Socket 1150,22,45MB,150,Jun 1st,2015,
Intel,Xeon E7-8880L v3,Xeon,Haswell,27,"2,4",Socket 1150,22,45MB,115,Jun 1st,2015,
Intel,Xeon E7-8890 v3,Xeon,Haswell,27,"2,9",Socket 2011,22,45MB,165,Jun 1st,2015,
Intel,Xeon E7-8891 v3,Xeon,Haswell,15,"3,15",Socket 1150,22,45MB,165,Jun 1st,2015,
Intel,Xeon E7-8893 v3,Xeon,Haswell,6,"3,35",Socket 1150,22,45MB,140,Jun 1st,2015,
Intel,Core i5-6350HQ,Core,Skylake,4,"2,75",BGA 1440,14,6MB,45,Jan 24th,2016,
Intel,Core i7-6800K,Core,Broadwell,9,"3,6",Socket 2011-3,14,15MB,140,May 31st,2016,
Intel,Core i7-6850K,Core,Broadwell,9,"3,7",Socket 2011-3,14,15MB,140,May 31st,2016,
Intel,Core i7-6900K,Core,Broadwell,12,"3,45",Socket 2011-3,14,20MB,140,May 31st,2016,
Intel,Core i7-6950X,Core,Broadwell,15,"3,25",Socket 2011-3,14,25MB,140,May 31st,2016,
Intel,Xeon Phi 7210,Xeon,Knights Landing,160,"1,4",Socket 3647,14,N/A,215,Jun 20th,2016,
Intel,Xeon Phi 7210F,Xeon,Knights Landing,160,"1,4",Socket 3647,14,N/A,230,Jun 20th,2016,
Intel,Xeon Phi 7230,Xeon,Knights Landing,160,"1,4",Socket 3647,14,N/A,215,Jun 20th,2016,
Intel,Xeon Phi 7230F,Xeon,Knights Landing,160,"1,4",Socket 3647,14,N/A,230,Jun 20th,2016,
Intel,Xeon Phi 7250,Xeon,Knights Landing,170,"1,5",Socket 3647,14,N/A,215,Jun 20th,2016,
Intel,Xeon Phi 7250F,Xeon,Knights Landing,170,"1,5",Socket 3647,14,N/A,230,Jun 20th,2016,
Intel,Xeon Phi 7290,Xeon,Knights Landing,180,"1,6",Socket 3647,14,N/A,245,Jun 20th,2016,
Intel,Xeon Phi 7290F,Xeon,Knights Landing,180,"1,6",Socket 3647,14,N/A,260,Jun 20th,2016,
Intel,Celeron G3930,Celeron,Kaby Lake,2,"2,9",Socket 1151,14,2MB,51,Jan 3rd,2017,
Intel,Celeron G3930T,Celeron,Kaby Lake,2,"2,7",Socket 1151,14,2MB,35,Jan 3rd,2017,
Intel,Celeron G3950,Celeron,Kaby Lake,2,3,Socket 1151,14,2MB,51,Jan 3rd,2017,
Intel,Core i3-7100,Core,Kaby Lake,3,"3,9",Socket 1151,14,3MB,51,Jan 3rd,2017,
Intel,Core i3-7100T,Core,Kaby Lake,3,"3,4",Socket 1151,14,3MB,35,Jan 3rd,2017,
Intel,Core i3-7120,Core,Kaby Lake,3,4,Socket 1151,14,3MB,51,Jul 17th,2017,
Intel,Core i3-7120T,Core,Kaby Lake,3,"3,6",Socket 1151,14,3MB,35,Jul 17th,2017,
Intel,Core i3-7300,Core,Kaby Lake,3,4,Socket 1151,14,4MB,51,Jan 3rd,2017,
Intel,Core i3-7300T,Core,Kaby Lake,3,"3,5",Socket 1151,14,4MB,35,Jan 3rd,2017,
Intel,Core i3-7320,Core,Kaby Lake,3,"4,1",Socket 1151,14,4MB,51,Jan 3rd,2017,
Intel,Core i3-7320T,Core,Kaby Lake,3,"3,6",Socket 1151,14,4MB,35,Jul 17th,2017,
Intel,Core i3-7340,Core,Kaby Lake,3,"4,2",Socket 1151,14,4MB,51,Jul 17th,2017,
Intel,Core i3-7350K,Core,Kaby Lake,3,"4,2",Socket 1151,14,4MB,60,Jan 3rd,2017,
Intel,Core i3-7360X,Core,Kaby Lake,3,"4,3",Socket 2066,14,4MB,112,Oct 3rd,2017,
Intel,Core i3-8100,Core,Coffee Lake,4,"3,2",Socket 1151,14,6MB,62,Oct 5th,2017,
Intel,Core i3-8350K,Core,Coffee Lake,4,4,Socket 1151,14,8MB,91,Oct 5th,2017,
Intel,Core i5-7300HQ,Core,Kaby Lake,4,3,BGA 1440,14,6MB,45,Jan 3rd,2017,
Intel,Core i5-7400,Core,Kaby Lake,4,"3,25",Socket 1151,14,6MB,65,Jan 3rd,2017,
Intel,Core i5-7400T,Core,Kaby Lake,4,"2,7",Socket 1151,14,6MB,35,Jan 3rd,2017,
Intel,Core i5-7500,Core,Kaby Lake,4,"3,6",Socket 1151,14,6MB,65,Jan 3rd,2017,
