,0
1530,AMD Polaris12
1531,HIS AMD Radeon HD 7950
1532,Sapphire AMD Radeon HD 5870
1533,XFX AMD Radeon RX 460
1534,AMD Radeon RX Vega 64
1535,MSI NVIDIA GeForce GTX 570M
1536,NVE4
1537,AMD Radeon Pro 450
1538,NV117
1539,Intel Iris Plus 650
1540,ASUS AMD Radeon R7
1541,AMD Radeon HD 4850
1542,Sapphire AMD Radeon HD 4770
1543,Sapphire AMD Radeon HD 4670
1544,2 x AMD EPYC 7451 24-Core
1545,2 x AMD EPYC 7501 32-Core
1546,Intel Pentium Dual T2310
1547,2 x AMD EPYC 7662 64-Core
1548,AMD EPYC 7702P 64-Core
1549,2 x Intel Xeon Gold 6330
1550,2 x AMD EPYC 7401 24-Core
1551,2 x Intel Xeon Gold 6148
1552,Intel Xeon W-3175X
1553,POWER9 80-Core
1554,Intel Xeon Gold 6148
1555,2 x Intel Xeon Gold 6244
1556,AMD Ryzen 9 4900HS
1557,2 x Intel Xeon E5-2640 v3
1558,Intel Xeon W-1270
1559,Intel Xeon E5-2640 v4
1560,2 x Intel Xeon E5-2420 v2
1561,Intel Core i7-5930K
1562,AMD Opteron 6348
1563,AMD Ryzen 7 PRO 2700U w
1564,Intel Xeon E3-1505M v6
1565,AMD Ryzen 5 2500U with Radeon Vega Mobile Gfx
1566,Intel Core i5 750
1567,Phytium FT2000A 4-Core
1568,AMD Phenom II X4 820
1569,Intel Core i3 540
1570,Intel Core i3-4330TE
1571,Intel Core 2 Duo E8600
1572,Intel Core i3 550
1573,Rockchip ARMv8 Cortex-A72 6-Core
1574,Intel Core 2 Duo P8700
1575,Intel Pentium Dual E2220
1576,Intel Pentium Dual E2200
1577,Intel Core i3 380U
1578,2 x AMD Opteron 248
1579,Amlogic ARMv8 Cortex-A53 4-Core
1580,AMD Athlon 64 X2 3800
1581,Intel Pentium D 2.80GHz
1582,Intel Core i7-7567U
1583,Intel Core i5-4278U
1584,Intel Core i5-4440
1585,Intel Core i7-4500U
1586,Intel Core i5-3330S
1587,Loongson-3A5000LL
1588,phytium FT1500a
1589,NVIDIA GeForce GTX 1050 Ti
1590,NVIDIA Quadro T1000
1591,Sapphire AMD Radeon HD 4870
1592,Intel Iris Plus 655
1593,XFX AMD Radeon R9 290
1594,Sapphire AMD Radeon HD 6450
1595,NVIDIA Quadro RTX 6000
1596,Intel HD 5000
1597,AMD Radeon HD 7700
1598,Intel UHD 605
1599,AMD ATI Radeon X1950 GT
1600,NVIDIA GeForce GTX 1070 Ti
1601,AMD Mobility Radeon HD 4200
1602,NVIDIA GeForce 9600M GT
1603,AMD Mobility Radeon HD 3200
1604,Intel 82Q35 IGP
1605,Intel i945GME
1606,NVIDIA GeForce 9400
1607,Intel GMA 950
1608,Intel 82G33
1609,AMD Radeon Xpress 1200
1610,Intel Mobile 915GM
1611,PowerVR SGX545
1612,AMD Radeon HD 6300
1613,Intel Mobile 945GSE IGP
1614,GC2000 Engine
1615,ASUS Intel Mobile 945GSE IGP
1616,i915drmfb
1617,Gigabyte Intel HD 630
1618,4 x 16384 MB 3600MHz CMT64GX4M4Z3600C16
1619,4 x 8192 MB 1600MHz F4-3200C14-8GFX
1620,4 x 4096 MB 3200MHz Corsair CMK16GX4M4C3200C16
1621,12 x 8192 MB 2666MHz Micron 9ASF1G72PZ-2G6B1
1622,4 x 4096 MB 3000MHz
1623,4 x 4096 MB 3200MHz
1624,4 x 4096 MB CRUCIAL
1625,4 x 4096 MB 2400MHz CRUCIAL
1626,4 x 4096
1627,4 x 4096 MB 2400MHz Undefined
1628,4 x 4096 MB 2400MHz
1629,4 x 8192 MB 2133MHz
1630,2 x 8192 MB 4266MHz
1631,2 x 8192 MB 3600MHz F4-3600C16-8GTRG
1632,2 x 8192 MB 3200MHz CMK16GX4M2B3200C16
1633,2 x 8192 MB 2667MHz Corsair CMK16GX4M2A2666C16
1634,2 x 4096 MB 3200MHz F4-3200C16-4GVK
1635,2 x 8192 MB 3000MHz Corsair CMU16GX4M2C3000C15
1636,2 x 8192 MB 1600MHz Micron 16KTF1G64AZ-1G6E1
1637,4 x 8192 MB 2133MHz HMA81GU7CJR8N-VK
1638,2 x 4096 MB 2400MHz
1639,2 x 4096 MB 2667MHz Kingston KHX2666C15D4
1640,2 x 4096 MB 1600MHz Kingston KHX1600C9D3
1641,2 x 4096 MB 1600MHz Undefined
1642,2 x 4096 MB 1600MHz CMY8GX3M2B2133C9
1643,2 x 4096 MB PSD34G16002
1644,2 x 4096 MB 1333MHz PSD34G16002
1645,2 x 4096 MB 1600MHz Elpida
1646,2 x 4096 MB Elpida EBJ40UG8EFU0-GN-F
1647,1 x 8192 MB 2400MHz HMA81GS6CJR8N-VK
1648,2 x 4096 MB 0MHz Elpida EBJ40UG8EFU0-GN-F
1649,1 x 4096 MB 2400MHz HMA851S6AFR6N-UH
1650,2 x 2048 MB M471B5673FH0-CF8
1651,1 x 8192 MB 2400MHz Kingston KHX2400C15
1652,2 x 4096 MB
1653,2 x 1024 MB 1600MHz
1654,1 x 4096 MB 1600MHz Unde
1655,1 x 4096 MB Micron 16JSF51264HZ-1G4D1
1656,1 x 8192 MB 1600MHz Kingston
1657,AMD Radeon RX 6700 XT
1658,AMD Radeon RX 6600 XT
1659,512GB SAMSUNG MZVLQ512HBLU-00B00
1660,2048GB KXG50PNV2T04 KIOXIA
1661,Toshiba KBG40ZPZ512G NVMe
1662,128GB ADATA SU800
1663,1024GB SAMSUNG MZVLB1T0HALR-000L7
1664,128GB TS128GSSD370S
1665,Intel Xeon D-1521
1666,2 x AMD EPYC 7V12 64-Core
1667,AMD Phenom 9650
1668,eVGA NVIDIA GeForce GTX 1070
1669,Intel Celeron N4020
1670,4 x Intel Xeon E5-4620 v4
1671,2 x Intel Xeon E5-2690 0
1672,AMD Ryzen 9 5900HS
1673,Intel Xeon W-2133
1674,Intel Xeon Gold 5215
1675,Intel Core i7-3770S
1676,Intel Core i7 870
1677,Intel Core i7 960
1678,Intel Core i7-3632QM
1679,Intel Core i3-6300
1680,AMD Athlon II X4 630
1681,Intel Core i3 380M
1682,Intel Core i3-4030U
1683,Intel Core 2 Duo T9500
1684,Intel Xeon E5504
1685,ARMv8 rev 0 4-Core
1686,16 x 32 GB DDR4-2933MHz
1687,8 x 16384 MB DDR4-3200MT
1688,8 x GB DDR4-3200MT
1689,8 x 8192 MB DDR4-3200MT
1690,8 x 16384 MB DDR4-2933MT
1691,6 x 4096 MB DDR4-2666MT
1692,4 x 32 GB DDR4-2666MT
1693,2 x 8192 MB DDR4-3000MT
1694,6 x 32 GB DDR4-2933MT
1695,8 x 16384 MB DDR4-2400MT
1696,12 x 32 GB DDR4-2666MHz HMA84GR7AFR4N-VK
1697,8 x 16384 MB DDR4-2400MHz HMA82GR7AFR8N-VK
1698,1.96875 x 32768 MB DDR4-2400MT
1699,8 x 16384 MB DDR4-2133MHz HMA42GR7MFR4N-TF
1700,8 x 32 GB DDR4-2133MHz Samsung M386A4G40DM0-CPB
1701,8 x 8192 MB 2133MHz 18ASF1G72PZ-2G1A2
1702,4 x 16 GB DDR4-2933MT
1703,8 x 8192 MB DDR4-2133MHz Micron 18ASF1G72PZ-2G1A2
1704,1 x 8192 MB DDR4-2400MT
1705,12 x 16384 MB DDR4-2666MT
1706,16 x 16384 MB DDR4-2400MHz M393A2K43BB1-CTD
1707,8 x 32 GB 2133MT
1708,AMD EPYC 7501 32-Core
1709,Intel Xeon D-2146NT
1710,2 x Intel Xeon E5-2697 v4
1711,2 x Intel Xeon Gold 5218
1712,2 x Intel Xeon E5-2667 0
1713,Intel Core i5 480M
1714,Intel Xeon L5420
1715,Intel Core 2 Duo T7500
1716,Intel Atom E3950
1717,AMD A6-4400M APU
1718,2 x Intel Xeon 2.60GHz
1719,Intel Celeron N3160
1720,AArch64 rev 4
1721,Intel Iris Plus ICL GT2
1722,Intel UHD 630 CML GT2
1723,ASUS Intel UHD 630 CML GT2
1724,Intel UHD 620 WHL GT2
1725,Intel UHD 620 KBL GT2
1726,Gigabyte Intel HD 630 KBL GT2
1727,Intel HD 3000
1728,ARMv8 Cortex-A77 6-Core
1729,Intel Xeon Gold 6250
1730,2 x Intel Xeon E5-2687W 0
1731,ASUS AMD Radeon HD 7800
1732,Sapphire AMD Radeon HD 6870
1733,AMD Radeon HD 6670
1734,ASUS AMD Radeon HD 8400
1735,AMD Radeon HD 8400
1736,16 x 32 GB DDR4-3200MT
1737,16 x 8192 MB DDR4-3200MT
1738,8 x 32 GB DDR4-3200MT
1739,16 x 32 GB DDR4-2666MT
1740,12 x 32 GB DDR4-2933MT
1741,12 x 8192 MB DDR4-2666MT
1742,4 x 32 GB DDR4-3000MT
1743,2 x 16 GB DDR4-2667MT
1744,2 x 16384 MB DDR4-2667MT
1745,AMD Ryzen 7 5800U
1746,11th Gen Intel Core i7-1185G7
1747,AMD Ryzen 5 PRO 3500U
1748,Intel Core 2 Duo P9xxx
1749,Sapphire NVIDIA GeForce GTX 750 Ti
1750,Gigabyte NVIDIA GeForce GTX 1060
1751,AMD POLARIS11
1752,ASUS Intel Iris Pro 6200
1753,Intel Core i5-9400T
1754,Intel Pentium Silver J5040
1755,AMD A9-9425 RADEON R5 5 COMPUTE CORES 2C
1756,ASUS Intel UHD 630 CFL GT2
1757,Gigabyte Intel HD 530 SKL GT2
1758,Intel HD 530 SKL GT2
1759,2 x AMD EPYC 7351 16-Core
1760,NVIDIA GeForce RTX 3070 Mobile
1761,Gigabyte Intel UHD 630 CML GT2
1762,Intel UHD 630 CFL GT2
1763,MSI Intel UHD 630 CFL GT2
1764,HIS AMD Radeon R9 290
1765,Intel HD 615
1766,Intel HD 515
1767,Intel HD 2000
1768,Zotac NVIDIA GeForce GTX 650 Ti
1769,AMD Radeon HD 6450
1770,Intel Xeon E3-1200 v2
1771,AMD Radeon HD 4200
1772,ATI Radeon HD 5670
1773,AMD Radeon HD 7660D
1774,AMD Radeon HD 7540D
1775,ATI Radeon HD 2600 Pro
1776,NVIDIA GeForce GT 640
1777,ATI FirePro 2260
1778,NVIDIA GeForce GT 320M
1779,AMD Mobility Radeon HD 5430
1780,Intel Gen6
1781,Intel Atom D2xxx
1782,ATI Mobility Radeon HD 2600 XT
1783,AMD Radeon HD 6620G
1784,AMD Radeon HD 6310
1785,AMD Radeon HD 8330
1786,AMD Radeon Xpress 200M
1787,NVIDIA GeForce GTX 560M
1788,Intel 82852
1789,NVIDIA GeForce4 MX 440
1790,NVIDIA Quadro NVS 295
1791,ATI RV370
1792,ATI Radeon HD 4250
1793,ATI Mobility Radeon HD 4300
1794,ATI Radeon HD 3450
1795,AMD Radeon Mobility X1600
1796,AMD Radeon HD 6700
1797,ATI Radeon HD 3870
1798,Intel 82915G
1799,AMD Radeon HD 4250
1800,AMD Radeon HD 6900
1801,ATI Radeon HD 4300
1802,NVIDIA GeForce 6150SE nForce 430
1803,AMD Radeon X1200
1804,AMD FireGL Mobility T2e
1805,ATI Radeon Mobility M6 LY
1806,4 x 8192 MB DDR4-3200MT
1807,4 x 4096 MB DDR4-3200MT
1808,16 x 32 GB DDR4-2400MT
1809,2 x 32 GB DDR4-2933MT
1810,4 x 16384 MB DDR4-3200MT
1811,2 x 16384 MB DDR4-3200MT
1812,8 x 16384 MB DDR4-2666MT
1813,8 x 8192 MB DDR4-2400MHz Samsung
1814,6 x 16384 MB DDR4-2666MHz Micron 18ASF2G72PDZ-2G6D1
1815,6 x 16384 MB DDR4-2933MT
1816,16 x 16384 MB DDR4-2400MHz Samsung
1817,2 x 8192 MB DDR4-3600MT
1818,16 x 16384 MB DDR4-2400MHz HMA82GR7AFR8N-VK
1819,12 x 32 GB DDR4-2666MHz Micron 36ASF4G72PZ-2G6D1
1820,2 x 8192 MB DDR4-3200MT
1821,16 x 16384 MB DDR3-1333MT
1822,4 x 16384 MB DDR4-2666MT
1823,8 x 16384 MB DDR4-2400MHz M393A2K43BB1-CTD
1824,4 x 16384 MB DDR4-2400MHz
1825,8 x 16384 MB DDR4-1866MHz
1826,11.78125 x 32768 MB 2666MHz
1827,8 x 16384 MB DDR4-2133MT
1828,8 x 16384 MB DDR4-1067MT
1829,4 x 16384 MB DDR4-2400MT
1830,4 x 16384 MB DDR3-1866MT
1831,2 x 16384 MB DDR4-2666MT
1832,8 x 8192 MB DDR4-2400MHz
1833,2 x 8192 MB DDR3-2400MT
1834,12 x 8192 MB DDR3-1600MHz 689911-071
1835,2 x 8192 MB DDR4-2667MT
1836,8 x 8192 MB DDR3-1600MHz Kingston
1837,8 x 16384 MB DDR4-2400MHz
1838,12 x 16384 MB DDR4-2133MHz 18ASF2G72PDZ-2G3D1
1839,8 x 16384 MB DDR3-1600MHz Kingston
1840,16 x 16384 MB DDR3-1866MHz
1841,4 x 16384 MB DDR4-2133MHz Micron 36ASF2G72PZ-2G1A2
1842,8 x 8192 MB DDR4-2133MHz Samsung M393A1G40DB0-CPB
1843,6 x 32 GB DDR4-2133MHz Samsung M393A4K40BB1-CRC
1844,2 x 16384 MB DDR4-2400MT
1845,8 x 16384 MB DDR3-1333MHz
1846,8 x 2048 MB DDR3-1600MT
1847,4 x 16384 MB DDR4-2133MT
1848,1.9375 x 32768 MB DDR3-1600MHz Samsung
1849,2 x 8192 MB DDR4-2667MHz
1850,8 x 16384 MB DDR3-1333MHz Hynix HMT42GR7MFR4A-H9
1851,16 x 4096 MB DDR3-1600MHz Samsung
1852,2 x 8192 MB DDR4-2133MT
1853,4 x 16384 MB 2133MHz
1854,2 x 8192 MB DDR3-2133MHz
1855,15.75 x 32768 MB 2133MHz
1856,8 x 16384 MB DDR3-1333MHz Samsung
1857,7.875 x 65536 MB DDR4-2666MHz Samsung
1858,1 x 7908 MB RAM
1859,8 x 16384 MB DDR3-1600MHz
1860,12 x 8192 MB DDR3-1333MHz
1861,2 x 16384 MB DDR4-2133MT
1862,8 x 16384 MB 2133MHz
1863,7.875 x 32768 MB 2133MHz
1864,8 x 16384 MB DDR3-1333MHz 36KSF2G72PZ-1G4E1
1865,7.875 x 32768 MB DDR4-2400MHz
1866,7.875 x 32768 MB DRAM-2400MHz Hynix
1867,4 x 4096 MB 2133MHz Micron
1868,2 x 16384 MB 2133MHz Samsung
1869,2 x 16384 MB DRAM-2133MHz Micron
1870,16 x 16384 MB DDR3-1600MHz
1871,4 x 4096 MB DDR3-1600MT
1872,16 x 2048 MB DDR3-1600MHz
1873,4 x 8192 MB DDR3-1600MHz
1874,8 x 8192 MB 2133MHz
1875,6 x 8192 MB DDR3-1333MHz Samsung
1876,4 x 8192 MB DDR3-1600MHz Samsung
1877,6 x 4096 MB DDR3
1878,8 x 8192 MB DDR4-2133MHz Micron
1879,4 x 8192 MB DDR3-1866MHz Samsung
1880,6 x 4096 MB 1333MHz Nanya
1881,4 x 8192 MB DDR3-1066MHz Samsung
1882,2 x 4096 MB DDR3 Kingston SL4D316E11D8HE
1883,4 x 8192 MB DDR3-1333MHz Samsung
1884,12 x 8192 MB 1066MHz
1885,4 x 4096 MB DDR3-1600MHz
1886,2 x 8192 MB DDR3-1600MHz
1887,6 x 4096 MB 1333MHz
1888,2 x 4096 MB DDR4-2400MT
1889,2 x 8192 MB DDR3-1333MHz Kingston
1890,2 x 8192 MB 1333MHz Kingston
1891,4 x 4096 MB DDR3-1333MT
1892,4 x 4096 MB DDR3-1333MHz Kingston
1893,1 x 16384 MB DDR4-2400MHz Kingston
1894,2 x 4096 MB DDR3-1333MHz
1895,1 x 8192 MB DDR4-2400MHz Samsung M393A1G43EB1-CRC
1896,6 x 2048 MB DDR3-1333MHz
1897,1 x 16384 MB DDR4-2400MT
1898,1 x 12000 MB RAM
1899,2 x 2048 MB DDR3-1333MT
1900,1 x 8192 MB DDR4-2400MHz
1901,8 x 4096 MB 1333MHz
1902,2 x 4096 MB DDR3-667MHz
1903,1 x 4096 MB 2133MHz
1904,2 x 2048 MB DDR3-1333MHz
1905,2 x 4096 MB 1333MHz
1906,1 x 8192 MB DDR3-1600MHz
1907,1 x 8192 MB DDR3-1600MHz Kingston
1908,1 x 4096 MB DDR3-1600MHz RMR5030EB68F9W1600
1909,2 x 4096 MB DDR3-800MT
1910,1 x 4096 MB DDR3-1333MHz Kingston
1911,1 x 4096 MB DDR3-1067MHz
1912,4 x 2048 MB DDR2-800MHz
1913,2 x 4096 MB 667MT
1914,4 x 2048 MB DDR2-667MHz
1915,4 x 4096 MB DDR
1916,8 x 2048 MB DDR2-667MHz
1917,4 x 4096 MB DDR2-667MHz
1918,4 x 1024 MB DDR2-667MHz
1919,2 x 2048 MB DDR2-667MHz
1920,2 x 2048 MB DDR2
1921,2 x 1024 MB SDRAM
1922,1 x 2048 MB DDR3-667MHz
1923,1 x 2048 MB SDRAM
1924,1 x 512
1925,Intel Pentium 4 3.20GHz
1926,AMD Ryzen 5 PRO 4650U
1927,Intel Core i5-9600K
1928,AMD Ryzen 5 PRO 2500U w
1929,2 x Intel Xeon E5-2643 0
1930,Intel Celeron N4120
1931,Intel Core 2 Duo P8600
1932,500GB Western Digital WDS500G3X0C-00SJG0
1933,1000GB Samsung SSD 980 PRO 1TB
1934,AMD Ryzen Threadripper PRO 3955WX 16-Cores
1935,4 x Intel Xeon Platinum 8268
1936,Intel Core i7-6850K
1937,Sapphire AMD Navi 10
1938,16 x 8192 MB DDR4-2667MT
1939,12 x 32 GB DDR4-2400MHz Micron 36ASF4G72PZ-2G6D1
1940,8 x 8192 MB DDR4-2666MT
1941,12 x 32 GB DDR4-2400MHz M393A4K40CB2-CTD
1942,12 x 16384 MB DDR4-2400MHz Hynix HMA82GR7AFR4N-VK
1943,12 x 16384 MB DDR4-2400MHz M393A2K40BB2-CTD
1944,6 x 32 GB DDR4-2933MHz Samsung M393A4K40CB2-CVF
1945,7.875 x 32768 MB DDR4-2133MHz Samsung
1946,8 x 16384 MB DDR4-2134MHz Kingston
1947,8 x 32 GB DDR4-2400MT
1948,16 x 8192 MB 2133MHz Samsung M393A1G40EB1-CRC
1949,6 x 32 GB DDR4-2400MHz M393A4K40CB2-CTD
1950,6 x 32 GB DDR4-2400MHz Micron 36ASF4G72PZ-2G6D1
1951,8 x 16384 MB DDR3-1600MT
1952,4 x 32 GB DDR4-2933MT
1953,6 x 16384 MB DDR4-2400MHz M393A2K40BB2-CTD
1954,8 x 32 GB DDR4-2400MHz HMA84GR7AFR4N-VK
1955,8 x 8192 MB DDR4-2134MT
1956,4 x 32 GB DDR4-2400MHz M393A4K40CB2-CTD
1957,8 x 32 GB DDR4-2400MHz M393A4K40CB2-CTD
1958,4 x 8 GB DDR4-3600MT
1959,4 x 32 GB DDR4-2400MHz Micron 36ASF4G72PZ-2G6D1
1960,6 x 16384 MB DDR4-2400MHz HMA82GR7AFR8N-VK
1961,16 x 16384 MB DDR3-1333MHz Micron 36KSF2G72PZ-1G6N1
1962,16 x 16384 MB DDR3-1600MHz Samsung
1963,3.9375 x 32768 MB DDR4-2400MT
1964,8 x 16384 MB DDR3-1333MHz Micron 36KSF2G72PZ-1G6N1
1965,8 x 16384 MB DDR4-2400MHz M393A2K40BB2-CTD
1966,4 x 16384 MB DDR4-2400MHz M393A2K40BB2-CTD
1967,32 x 4096 MB DDR3-1067MHz Hynix
1968,4 x 32 GB DDR4-2400MHz HMA84GR7AFR4N-VK
1969,9 x 32 GB DDR4-2400MHz Micron 36ASF4G72PZ-2G6D1
1970,9 x 32 GB DDR4-2400MHz M393A4K40CB2-CTD
1971,2 x 32 GB DDR4-2667MT
1972,6 x 8192 MB DDR3-1333MHz HMT31GR7BFR4A
1973,2 x 16384 MB DDR4-2933MT
1974,4 x 8192 MB DDR4-2400MT
1975,9 x 16384 MB DDR4-2400MHz Hynix HMA82GR7AFR4N-VK
1976,2 x 16384 MB DDR4-2133MHz Kingston
1977,4 x 8192 MB DDR4-2133MT
1978,4 x 4096 MB DDR3-2133MT
1979,9 x 16384 MB DDR4-2400MHz M393A2K40BB2-CTD
1980,2 x 8192 MB DDR4-2133MHz Kingston
1981,2 x 8192 MB DDR4-2133MHz Hynix HMA81GR7AFR8N-VK
1982,2 x 16384 MB RAM
1983,4 x 16384 MB DDR3-1600MHz Samsung
1984,2 x 8192 MB DDR3-1866MT
1985,2 x 8192 MB DDR3-1600MT
1986,2 x 4096 MB DDR4-2133MHz Transcend TS512MSH72V1H
1987,2 x 4096 MB DDR3-1600MHz 669238-071
1988,2 x 4096 MB DDR3-1067MHz RMR5040ED58E9W1600
1989,1 x 4096 MB DDR4-2400MT
1990,1 x 4096 MB DDR3-1600MT
1991,2 x 4096 MB DDR3-1067MHz
1992,1 x 4096 MB DDR4-1866MT
1993,2 x 8192 MB DDR3-1333MHz
1994,4 x 1024 MB DRAM
1995,1 x 4096 MB DDR3-1333MT
1996,1 x 4096 MB DDR3-1600MHz
1997,8 x 2048 MB SDRAM
1998,2 x 2048 MB DDR2-800MT
1999,8 x 4096 MB DDR2-667MHz
2000,4 x 1024 MB DDR-533MT
2001,1 x 4096 MB DDR3-1333MHz
2002,2 x 2048 MB DDR2-800MHz
2003,Gigabyte AMD NAVI14
2004,AMD Phenom II X6 1045T
2005,eVGA NVIDIA GeForce RTX 2080 SUPER
2006,MSI NVIDIA GeForce RTX 2070
2007,NVIDIA GeForce GTX 1650 Ti
2008,NVIDIA GeForce RTX 2080 Super
2009,NVIDIA GeForce RTX 2070
2010,NVIDIA GeForce RTX 2070 with Max-Q Design
2011,MSI NVIDIA GeForce GTX 1660
2012,ASUS AMD Radeon R7 370 R9 270X
2013,Gigabyte AMD Radeon HD 7850
2014,AMD Radeon Vega 10
2015,Gigabyte NVIDIA GeForce GTX 460
2016,Sapphire AMD Radeon HD 5700
2017,Gigabyte Intel 2nd Generation Core IGP
2018,Intel Core i3-7350K
2019,2 x Intel Xeon E5-2690 v2
2020,12 x Intel Xeon E7-4850 v4
2021,Intel Xeon X5470
2022,Intel Xeon X5660
2023,Intel Core i5 540M
2024,2 x Intel Xeon E5430
2025,Intel Core 2 6400
2026,2 x Intel Xeon 5150
2027,Intel Xeon E5410
2028,AMD Athlon II X2 270
2029,Mobile Intel Pentium III M 1200MHz
2030,ARMv7 rev 2
2031,eVGA NVIDIA GeForce RTX 3090
2032,Gigabyte NVIDIA GeForce RTX 3090
2033,MSI NVIDIA GeForce RTX 3090
2034,Gigabyte NVIDIA GeForce RTX 2080 SUPER
2035,Gigabyte NVIDIA GeForce RTX 2070 SUPER
2036,Zotac NVIDIA GeForce RTX 2080 Ti
2037,Gigabyte NVIDIA GeForce RTX 3060
2038,ASUS NVIDIA GeForce GTX 1080 Ti
2039,NVIDIA GeForce RTX 2080 Super with Max-Q Design
2040,MSI NVIDIA GeForce RTX 2060 SUPER
2041,eVGA NVIDIA GeForce GTX 1080
2042,ASUS NVIDIA GeForce RTX 3070 Laptop GPU
2043,Gigabyte NVIDIA GeForce RTX 2080 Ti
2044,eVGA NVIDIA GeForce RTX 2060
2045,Gigabyte NVIDIA GeForce RTX 2060 SUPER
2046,Gigabyte AMD Radeon RX 5600 OEM
2047,Sapphire AMD Radeon RX 5600 XT
2048,Gigabyte NVIDIA GeForce RTX 2060
2049,Sapphire AMD Radeon RX 5700
2050,ASUS AMD Radeon RX 5600 OEM
2051,AMD Radeon RX 5700
2052,ASUS AMD Radeon RX 56
2053,Gigabyte AMD Radeon RX 56
2054,Gigabyte NVIDIA GeForce GTX 980 Ti
2055,NVIDIA GeForce GTX 1080 with Max-Q Design
2056,MSI NVIDIA GeForce GTX 1660 Ti
2057,Sapphire AMD Radeon RX 56
2058,MSI AMD Radeon RX 56
2059,Gigabyte NVIDIA GeForce GTX 1660 Ti
2060,Zotac NVIDIA GeForce GTX 1660 Ti
2061,Sapphire NVIDIA GeForce GTX 1660 Ti
2062,MSI NVIDIA GeForce RTX 2060
2063,NVIDIA Quadro RTX 3000
2064,MSI AMD Radeon RX 5500
2065,Sapphire AMD Radeon RX 5500 XT
2066,eVGA NVIDIA GeForce GTX 1060
2067,XFX AMD Radeon RX 580
2068,Gigabyte NVIDIA GeForce GTX 780 Ti
2069,XFX AMD Radeon RX 5500
2070,Gigabyte NVIDIA GeForce GTX 1650 SUPER
2071,ASUS AMD Radeon RX 5500
2072,Zotac NVIDIA GeForce GTX 1650 SUPER
2073,ASUS AMD Radeon RX Vega 64
2074,NVIDIA Quadro P4000
2075,XFX AMD Radeon RX 470
2076,ASUS AMD Radeon RX 580
2077,Sapphire AMD Radeon R9 290
2078,AMD Radeon R9 290
2079,AMD Radeon Pro WX 7100 Mobile
2080,Gigabyte AMD Intel Radeon RX 570
2081,MSI NVIDIA GeForce GTX 1650
2082,MSI AMD Radeon R9 200
2083,Zotac NVIDIA GeForce GTX 1050 Ti
2084,Gigabyte NVIDIA GeForce GTX 1050 Ti
2085,NVIDIA Quadro M4000
2086,Gigabyte AMD Radeon HD 7970
2087,MSI NVIDIA GeForce GTX 1050
2088,XFX AMD Radeon HD 7970
2089,NVIDIA GeForce GTX 670
2090,ASUS NVIDIA GeForce GTX 760
2091,AMD Radeon Pro WX 5100
2092,Gigabyte AMD Radeon R7 370 R9 270X
2093,HIS AMD Radeon HD 7870 GHz Edition
2094,NVIDIA Quadro M2200
2095,Sapphire AMD Radeon RX 460
2096,ASUS NVIDIA GeForce GTX 660 Ti
2097,NVIDIA Quadro K2200
2098,NVIDIA GeForce GTX 750
2099,AMD FirePro W5100
2100,NVIDIA GeForce GT 650M
2101,ASUS NVIDIA GeForce GTX 770M
2102,NVIDIA GeForce 945M
2103,AMD Radeon 540
2104,Sapphire AMD Radeon HD 7770
2105,AMD Radeon R7 360
2106,ASUS NVIDIA GeForce GTX 1650 Ti
2107,NVIDIA Quadro K620
2108,NVIDIA GeForce MX130
2109,ASUS NVIDIA GeForce GTX 650
2110,AMD Radeon 8 Mobile
2111,AMD Radeon Vega 8 Mobile
2112,NVIDIA GeForce GTX 1650 Mobile
2113,ASUS NVIDIA GeForce GTX 560M
2114,eVGA NVIDIA GeForce GT 740
2115,NVIDIA GeForce GT 750M
2116,NVIDIA GeForce GTX 1050 Ti with Max-Q Design
2117,NVIDIA GeForce 930MX
2118,Intel CoffeeLake-H GT2
2119,NVIDIA GeForce GTX 1070 Mobile
2120,Radeon RX 560X
2121,MSI Intel 4th Gen Core IGP
2122,AMD Radeon HD 5870
2123,Intel HD 4400
2124,NVIDIA NV117
2125,NVIDIA GeForce GT 730
2126,Gigabyte NVIDIA GeForce GTX 960
2127,XFX AMD Radeon HD 5770
2128,Gigabyte NVIDIA GeForce GT 710B
2129,NVIDIA Quadro 4000
2130,NVIDIA GeForce GT 240
2131,ATI Mobility Radeon HD 4500
2132,NVIDIA GeForce 6800 GT
2133,Intel Mobile GM965
2134,Intel Core i7-6770HQ
2135,Sapphire AMD Radeon HD 3690
2136,NVIDIA GeForce GT 520
2137,2000GB Seagate ST2000NM000A-2J2
2138,2 x 1000GB Western Digital WDS100T1X0E-00AFY0
2139,299GB PERC H730 Mini
2140,300GB INTEL SSDSC2BB30
2141,1000GB Sabrent Rocket 4.0 Plus
2142,1000GB Corsair Force MP600
2143,1000GB Samsung SSD 980 1TB
2144,440GB SMC2108
2145,512GB database
2146,4093GB RAID_DISK
2147,120GB KINGSTON SHFS37A
2148,250GB PERC H710
2149,479GB HW-SAS3408
2150,479GB HW-SAS3508
2151,2 x 480GB INTEL SSDSC2KG48
2152,480GB MR9361-8i
2153,7682GB Micron_5200_MTFD
2154,1000GB Western Digital WD10EZEX-21W
2155,3 x 239GB PERC H730P Mini
2156,2 x 240GB OCZ VERTEX3
2157,240GB INTEL SSDSC2CT24
2158,CX2-8B512-Q11 NVMe LITEON
2159,120GB SanDisk SDSSDX12
2160,2 x Samsung SSD 960 EVO
2161,5 x 1024GB Samsung SSD 970 PRO 1TB
